"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2007","2007",4.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2008","2008",5.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2009","2009",3.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2010","2010",4.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2011","2011",1.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2012","2012",5.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2013","2013",4.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2014","2014",2.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2015","2015",3.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2016","2016",2.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2017","2017",2.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2018","2018",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISR","Israel","2019","2019",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2005","2005",16.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2006","2006",26.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2007","2007",15.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2008","2008",13.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2009","2009",4.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2010","2010",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2011","2011",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2012","2012",9.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2013","2013",4.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2014","2014",4.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2015","2015",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2016","2016",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2017","2017",5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","SVN","Slovenia","2018","2018",0,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2005","2005",10.4,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2006","2006",9,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2007","2007",8.6,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2008","2008",8.2,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2009","2009",8.8,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2010","2010",8.6,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2011","2011",8.4,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2012","2012",8.2,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2013","2013",8.2,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2014","2014",8,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2015","2015",7.9,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2016","2016",7.7,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2017","2017",8.1,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2018","2018",7.6,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUS","Australia","2019","2019",7.8,"D","Difference in methodology"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2005","2005",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2006","2006",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2007","2007",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2008","2008",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2009","2009",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2010","2010",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2011","2011",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2012","2012",5.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2013","2013",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2014","2014",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2015","2015",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2016","2016",5.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2017","2017",4.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2018","2018",4.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","AUT","Austria","2019","2019",5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2005","2005",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2006","2006",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2007","2007",6.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2008","2008",6.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2009","2009",6.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2010","2010",6.7,"B","Break"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2011","2011",6.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2012","2012",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2013","2013",6.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2014","2014",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2015","2015",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2016","2016",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2017","2017",7.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","BEL","Belgium","2018","2018",6.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2005","2005",6.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2006","2006",6.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2007","2007",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2008","2008",6.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2009","2009",6.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2010","2010",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2011","2011",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2012","2012",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2013","2013",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2014","2014",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2015","2015",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2016","2016",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2017","2017",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2018","2018",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CAN","Canada","2019","2019",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2005","2005",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2006","2006",4.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2007","2007",4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2008","2008",3.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2009","2009",3.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2010","2010",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2011","2011",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2012","2012",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2013","2013",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2014","2014",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2015","2015",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2016","2016",3.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2017","2017",3.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2018","2018",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","CZE","Czech Republic","2019","2019",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2005","2005",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2006","2006",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2007","2007",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2008","2008",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2009","2009",4.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2010","2010",4.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2011","2011",4.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2012","2012",4.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2013","2013",4.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2014","2014",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2015","2015",4.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2016","2016",4.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2017","2017",5.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DNK","Denmark","2018","2018",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2005","2005",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2006","2006",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2007","2007",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2008","2008",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2009","2009",3.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2010","2010",3.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2011","2011",3.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2012","2012",3.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2013","2013",2.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2014","2014",4.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2015","2015",3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2016","2016",3.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2017","2017",3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2018","2018",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FIN","Finland","2019","2019",3.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2005","2005",10.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2006","2006",11.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2007","2007",11,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2008","2008",12.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2009","2009",13.7,"B","Break"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2010","2010",12.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2011","2011",11.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2012","2012",10.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2013","2013",10.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2014","2014",10.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2015","2015",10.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2016","2016",10.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2017","2017",10.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2018","2018",10.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","FRA","France","2019","2019",10.4,"P","Provisional value"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2005","2005",5.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2006","2006",5.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2007","2007",5.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2008","2008",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2009","2009",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2010","2010",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2011","2011",5.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2012","2012",5.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2013","2013",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2014","2014",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2015","2015",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2016","2016",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2017","2017",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2018","2018",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","DEU","Germany","2019","2019",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2005","2005",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2006","2006",4.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2007","2007",4.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2008","2008",3.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2009","2009",4.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2010","2010",5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2011","2011",4.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2012","2012",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2013","2013",5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2014","2014",5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2015","2015",4.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2016","2016",4.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2017","2017",5.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2018","2018",5.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","GRC","Greece","2019","2019",5.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2005","2005",7.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2006","2006",7.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2007","2007",7.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2008","2008",7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2009","2009",7.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2010","2010",6.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2011","2011",6.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2012","2012",6.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2013","2013",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2014","2014",6.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2015","2015",6.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2016","2016",5.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2017","2017",6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2018","2018",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","HUN","Hungary","2019","2019",5.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2005","2005",3.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2006","2006",3.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2007","2007",2.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2008","2008",3.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2009","2009",3.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2010","2010",2.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2011","2011",1.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2012","2012",2.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2013","2013",1.6,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2014","2014",3.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2015","2015",3.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2016","2016",2.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2017","2017",3.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2018","2018",2.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ISL","Iceland","2019","2019",2.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2005","2005",6.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2006","2006",6.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2007","2007",6.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2008","2008",6.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2009","2009",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2010","2010",6.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2011","2011",5.9,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2012","2012",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2013","2013",6.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2014","2014",6.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2015","2015",6.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2016","2016",5.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2017","2017",5.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2018","2018",5.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","IRL","Ireland","2019","2019",5.5,"P","Provisional value"
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2005","2005",4.8,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2006","2006",4.7,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2008","2008",4.4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2009","2009",4.5,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2010","2010",4.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2011","2011",4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2012","2012",4,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2013","2013",4.2,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2014","2014",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2015","2015",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2016","2016",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2017","2017",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","ITA","Italy","2018","2018",4.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","JPN","Japan","2005","2005",3.3,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","JPN","Japan","2006","2006",3.1,,
"MATIPERI","Perinatal mortality","TXMILBTH","Deaths per 1 000 total births","JPN","Japan","2007","2007",3,,
